,Player,player_code,Squad,90s,sub_position,Based
68,Jonas Omlin,jonas-omlin94,M'Gladbach,14.3,Goalkeeper,Bundesliga
69,Jiří Pavlenka,jiri-pavlenka92,Werder Bremen,32.3,Goalkeeper,Bundesliga
70,Diant Ramaj,diant-ramaj01,Eint Frankfurt,1.0,Goalkeeper,Bundesliga
71,Manuel Riemann,manuel-riemann88,Bochum,34.0,Goalkeeper,Bundesliga
72,Frederik Rønnow,frederik-ronnow92,Union Berlin,29.0,Goalkeeper,Bundesliga
73,Marvin Schwäbe,marvin-schwabe95,Köln,34.0,Goalkeeper,Bundesliga
74,Alexander Schwolow,alexander-schwolow92,Schalke 04,22.6,Goalkeeper,Bundesliga
75,Tobias Sippel,tobias-sippel88,M'Gladbach,5.7,Goalkeeper,Bundesliga
76,Yann Sommer,yann-sommer88,Bayern Munich,19.0,Goalkeeper,Bundesliga
77,Kevin Trapp,kevin-trapp90,Eint Frankfurt,33.0,Goalkeeper,Bundesliga
78,Sven Ulreich,sven-ulreich88,Bayern Munich,3.0,Goalkeeper,Bundesliga
79,Robin Zentner,robin-zentner94,Mainz 05,26.0,Goalkeeper,Bundesliga
80,Michael Zetterer,michael-zetterer95,Werder Bremen,1.7,Goalkeeper,Bundesliga
81,Alisson,alisson92,Liverpool,37.0,Goalkeeper,Premier League
82,Alphonse Areola,alphonse-areola93,West Ham,3.4,Goalkeeper,Premier League
83,Kepa Arrizabalaga,kepa-arrizabalaga94,Chelsea,28.5,Goalkeeper,Premier League
84,Gavin Bazunu,gavin-bazunu02,Southampton,32.0,Goalkeeper,Premier League
85,Asmir Begović,asmir-begovic87,Everton,1.0,Goalkeeper,Premier League
86,Daniel Bentley,daniel-bentley93,Wolves,2.0,Goalkeeper,Premier League
87,Martin Dúbravka,martin-dubravka89,Newcastle Utd,1.7,Goalkeeper,Premier League
88,Ederson,ederson93,Manchester City,35.0,Goalkeeper,Premier League
89,Łukasz Fabiański,lukasz-fabianski85,West Ham,34.6,Goalkeeper,Premier League
90,Fraser Forster,fraser-forster88,Tottenham,13.5,Goalkeeper,Premier League
91,David de Gea,david-de-gea90,Manchester Utd,38.0,Goalkeeper,Premier League
92,Vicente Guaita,vicente-guaita87,Crystal Palace,27.0,Goalkeeper,Premier League
93,Dean Henderson,dean-henderson97,Nott'ham Forest,18.0,Goalkeeper,Premier League
94,Wayne Hennessey,wayne-hennessey87,Nott'ham Forest,3.0,Goalkeeper,Premier League
95,Daniel Iversen,daniel-iversen97,Leicester City,12.0,Goalkeeper,Premier League
96,Sam Johnstone,sam-johnstone93,Crystal Palace,9.0,Goalkeeper,Premier League
97,Caoimhín Kelleher,caoimhin-kelleher98,Liverpool,1.0,Goalkeeper,Premier League
98,Bernd Leno,bernd-leno92,Fulham,36.0,Goalkeeper,Premier League
99,Hugo Lloris,hugo-lloris86,Tottenham,24.5,Goalkeeper,Premier League
100,Emiliano Martínez,emiliano-martinez92,Aston Villa,34.9,Goalkeeper,Premier League
101,Alex McCarthy,alex-mccarthy89,Southampton,6.0,Goalkeeper,Premier League
102,Edouard Mendy,edouard-mendy92,Chelsea,9.5,Goalkeeper,Premier League
103,Illan Meslier,illan-meslier00,Leeds United,34.0,Goalkeeper,Premier League
104,Keylor Navas,keylor-navas86,Nott'ham Forest,17.0,Goalkeeper,Premier League
105,Neto,neto89,Bournemouth,26.5,Goalkeeper,Premier League
106,Robin Olsen,robin-olsen90,Aston Villa,3.1,Goalkeeper,Premier League
107,Stefan Ortega,stefan-ortega92,Manchester City,3.0,Goalkeeper,Premier League
108,Jordan Pickford,jordan-pickford94,Everton,37.0,Goalkeeper,Premier League
109,Nick Pope,nick-pope92,Newcastle Utd,36.2,Goalkeeper,Premier League
110,Aaron Ramsdale,aaron-ramsdale98,Arsenal,38.0,Goalkeeper,Premier League
111,David Raya,david-raya95,Brentford,38.0,Goalkeeper,Premier League
112,Joel Robles,joel-robles90,Leeds United,4.0,Goalkeeper,Premier League
113,Marek Rodák,marek-rodak96,Fulham,2.0,Goalkeeper,Premier League
114,José Sá,jose-sa93,Wolves,36.0,Goalkeeper,Premier League
115,Robert Sánchez,robert-sanchez97,Brighton,23.0,Goalkeeper,Premier League
116,Jason Steele,jason-steele90,Brighton,15.0,Goalkeeper,Premier League
117,Mark Travers,mark-travers99,Bournemouth,11.5,Goalkeeper,Premier League
118,Danny Ward,danny-ward93,Leicester City,26.0,Goalkeeper,Premier League
119,Joseph Whitworth,joseph-whitworth04,Crystal Palace,2.0,Goalkeeper,Premier League
120,Julen Agirrezabala,julen-agirrezabala00,Athletic Club,7.5,Goalkeeper,La Liga
121,Sergio Asenjo,sergio-asenjo89,Valladolid,10.0,Goalkeeper,La Liga
122,Édgar Badía,edgar-badia92,Elche,36.0,Goalkeeper,La Liga
123,Claudio Bravo,claudio-bravo83,Betis,12.0,Goalkeeper,La Liga
124,Juan Carlos,juan-carlos88,Girona,10.0,Goalkeeper,La Liga
125,Thibaut Courtois,thibaut-courtois92,Real Madrid,31.0,Goalkeeper,La Liga
126,Stole Dimitrievski,stole-dimitrievski93,Rayo Vallecano,36.9,Goalkeeper,La Liga
127,Marko Dmitrović,marko-dmitrovic92,Sevilla,14.1,Goalkeeper,La Liga
128,Aitor Fernández,aitor-fernandez91,Osasuna,21.0,Goalkeeper,La Liga
129,Álvaro Fernández,alvaro-fernandez98,Espanyol,11.0,Goalkeeper,La Liga
130,Joan García,joan-garcia01,Espanyol,1.0,Goalkeeper,La Liga
131,Paulo Gazzaniga,paulo-gazzaniga92,Girona,28.0,Goalkeeper,La Liga
132,David Gil,david-gil94,Cádiz,4.0,Goalkeeper,La Liga
133,Ivo Grbić,ivo-grbic96,Atlético Madrid,10.2,Goalkeeper,La Liga
134,Dominik Greif,dominik-greif97,Mallorca,1.0,Goalkeeper,La Liga
135,Sergio Herrera,sergio-herrera93,Osasuna,17.0,Goalkeeper,La Liga
136,Filip Jørgensen,filip-jorgensen02,Villarreal,2.0,Goalkeeper,La Liga
137,Jeremías Ledesma,jeremias-ledesma93,Cádiz,34.0,Goalkeeper,La Liga
138,Diego López,diego-lopez81,Rayo Vallecano,1.1,Goalkeeper,La Liga
139,Andriy Lunin,andriy-lunin99,Real Madrid,7.0,Goalkeeper,La Liga
140,Giorgi Mamardashvili,giorgi-mamardashvili00,Valencia,38.0,Goalkeeper,La Liga
141,Agustín Marchesín,agustin-marchesin88,Celta Vigo,19.0,Goalkeeper,La Liga
142,Diego Mariño,diego-marino90,Almería,0.5,Goalkeeper,La Liga
143,Jordi Masip,jordi-masip89,Valladolid,27.9,Goalkeeper,La Liga
144,Jan Oblak,jan-oblak93,Atlético Madrid,27.7,Goalkeeper,La Liga
145,Fernando Pacheco,fernando-pacheco92,Espanyol,16.0,Goalkeeper,La Liga
146,Iñaki Peña,inaki-pena99,Barcelona,0.8,Goalkeeper,La Liga
147,Predrag Rajković,predrag-rajkovic95,Mallorca,36.0,Goalkeeper,La Liga
148,Pepe Reina,pepe-reina82,Villarreal,22.0,Goalkeeper,La Liga
149,Álex Remiro,alex-remiro95,Real Sociedad,38.0,Goalkeeper,La Liga
150,Leonardo Román,leonardo-roman00,Mallorca,1.0,Goalkeeper,La Liga
151,Rui Silva,rui-silva94,Betis,26.0,Goalkeeper,La Liga
152,Unai Simón,unai-simon97,Athletic Club,30.5,Goalkeeper,La Liga
153,David Soria,david-soria93,Getafe,38.0,Goalkeeper,La Liga
154,Marc-André ter Stegen,marc-andre-ter-stegen92,Barcelona,37.2,Goalkeeper,La Liga
155,Iván Villar,ivan-villar97,Celta Vigo,19.0,Goalkeeper,La Liga
156,Axel Werner,axel-werner96,Elche,2.0,Goalkeeper,La Liga
157,Denis Adamov,denis-adamov98,Sochi,16.7,Goalkeeper,Premier Liga
158,Stanislav Agkatsev,stanislav-agkatsev02,Krasnodar,3.0,Goalkeeper,Premier Liga
159,Igor Akinfeev,igor-akinfeev86,CSKA Moscow,29.0,Goalkeeper,Premier Liga
160,Nikita Alekseev,nikita-alekseev02,Ural,1.0,Goalkeeper,Premier Liga
161,Yegor Baburin,yegor-baburin93,Torpedo Moscow,21.0,Goalkeeper,Premier Liga
162,Vitalii Botnar,vitalii-botnar01,Torpedo Moscow,3.3,Goalkeeper,Premier Liga
163,Aleksandr Dovbnya,aleksandr-dovbnya87,Torpedo Moscow,5.7,Goalkeeper,Premier Liga
164,Soslan Dzhanayev,soslan-dzhanayev87,Sochi,8.3,Goalkeeper,Premier Liga
165,Evgenii Frolov,evgenii-frolov88,Samara,2.8,Goalkeeper,Premier Liga
166,Nikita Goilo,nikita-goilo98,Nizhny Novgorod,11.0,Goalkeeper,Premier Liga
167,Aleksei Gorodovoy,aleksei-gorodovoy93,Fakel Voronezh,6.0,Goalkeeper,Premier Liga
168,Yevgeni Goshev,yevgeni-goshev97,Orenburg,8.5,Goalkeeper,Premier Liga
169,Vitali Gudiyev,vitali-gudiyev95,FC Khimki,7.5,Goalkeeper,Premier Liga
170,Aleksei Kenyaikin,aleksei-kenyaikin98,Orenburg,10.5,Goalkeeper,Premier Liga
171,Mikhail Kerzhakov,mikhail-kerzhakov87,Zenit,23.5,Goalkeeper,Premier Liga
172,Igor Leshchuk,igor-leshchuk96,Dynamo Mosc,6.0,Goalkeeper,Premier Liga
173,Ivan Lomaev,ivan-lomaev99,Samara,21.2,Goalkeeper,Premier Liga
174,Aleksandr Maksimenko,aleksandr-maksimenko98,Spartak Moscow,3.0,Goalkeeper,Premier Liga
175,Anton Mitryushkin,anton-mitryushkin96,FC Khimki,9.0,Goalkeeper,Premier Liga
176,Artur Nigmatullin,artur-nigmatullin91,Nizhny Novgorod,19.0,Goalkeeper,Premier Liga
177,Daniil Odoevski,daniil-odoevski03,Zenit,3.4,Goalkeeper,Premier Liga
178,Mikhail Oparin,mikhail-oparin93,Akhmat Grozny,0.8,Goalkeeper,Premier Liga
179,Bogdan Ovsyannikov,bogdan-ovsyannikov99,Samara,6.0,Goalkeeper,Premier Liga
180,Sergei Pesyakov,sergei-pesyakov88,Rostov,30.0,Goalkeeper,Premier Liga
181,Ilya Pomazun,ilya-pomazun96,Ural,29.0,Goalkeeper,Premier Liga
182,Matvei Safonov,matvei-safonov99,Krasnodar,27.0,Goalkeeper,Premier Liga
183,Aleksandr Selikhov,aleksandr-selikhov94,Spartak Moscow,27.0,Goalkeeper,Premier Liga
184,Giorgi Shelia,giorgi-shelia88,Akhmat Grozny,28.5,Goalkeeper,Premier Liga
185,Anton Shunin,anton-shunin87,Dynamo Mosc,24.0,Goalkeeper,Premier Liga
186,Ilja Svinov,ilja-svinov00,Fakel Voronezh,24.0,Goalkeeper,Premier Liga
187,Nikolai Sysuyev,nikolai-sysuyev99,Orenburg,11.0,Goalkeeper,Premier Liga
188,Vladislav Torop,vladislav-torop03,CSKA Moscow,1.0,Goalkeeper,Premier Liga
189,Aleksandr Vasyutin,aleksandr-vasyutin95,Zenit,3.0,Goalkeeper,Premier Liga
190,Nikolai Zabolotny,nikolai-zabolotny90,Sochi,5.0,Goalkeeper,Premier Liga
191,Doğan Alemdar,dogan-alemdar02,Rennes,4.5,Goalkeeper,Ligue 1
192,Paul Bernardoni,paul-bernardoni97,Angers,27.0,Goalkeeper,Ligue 1
193,Marco Bizot,marco-bizot91,Brest,37.0,Goalkeeper,Ligue 1
194,Rubén Blanco,ruben-blanco95,Marseille,5.5,Goalkeeper,Ligue 1
195,Joaquín Blázquez,joaquin-blazquez01,Brest,1.0,Goalkeeper,Ligue 1
196,Marcin Bułka,marcin-bulka99,Nice,2.0,Goalkeeper,Ligue 1
197,Matis Carvalho,matis-carvalho99,Montpellier,1.5,Goalkeeper,Ligue 1
198,Lucas Chevalier,lucas-chevalier01,Lille,32.0,Goalkeeper,Ligue 1
199,Rémy Descamps,remy-descamps96,Nantes,1.0,Goalkeeper,Ligue 1
200,Mory Diaw,mory-diaw93,Clermont Foot,37.0,Goalkeeper,Ligue 1
201,Yehvann Diouf,yehvann-diouf99,Reims,31.0,Goalkeeper,Ligue 1
202,Ouparine Djoco,ouparine-djoco98,Clermont Foot,1.0,Goalkeeper,Ligue 1
203,Gianluigi Donnarumma,gianluigi-donnarumma99,Paris S-G,37.9,Goalkeeper,Ligue 1
204,Maxime Dupé,maxime-dupe93,Toulouse,38.0,Goalkeeper,Ligue 1
205,Yahia Fofana,yahia-fofana00,Angers,11.0,Goalkeeper,Ligue 1
206,Gauthier Gallon,gauthier-gallon93,Troyes,29.6,Goalkeeper,Ligue 1
207,Bingourou Kamara,bingourou-kamara96,Montpellier,4.5,Goalkeeper,Ligue 1
208,Alban Lafont,alban-lafont99,Nantes,37.0,Goalkeeper,Ligue 1
209,Jean-Louis Leca,jean-louis-leca85,Lens,1.0,Goalkeeper,Ligue 1
210,Benjamin Lecomte,benjamin-lecomte91,Montpellier,19.0,Goalkeeper,Ligue 1
211,Donovan Léon,donovan-leon92,Auxerre,2.0,Goalkeeper,Ligue 1
212,Benjamin Leroy,benjamin-leroy89,Ajaccio,31.1,Goalkeeper,Ligue 1
213,Alexandre Letellier,alexandre-letellier90,Paris S-G,0.1,Goalkeeper,Ligue 1
214,Mateusz Lis,mateusz-lis97,Troyes,8.3,Goalkeeper,Ligue 1
215,Anthony Lopes,anthony-lopes90,Lyon,31.3,Goalkeeper,Ligue 1
216,Pau López,pau-lopez94,Marseille,32.5,Goalkeeper,Ligue 1
217,Steve Mandanda,steve-mandanda85,Rennes,33.5,Goalkeeper,Ligue 1
218,Vito Mannone,vito-mannone88,Lorient,17.9,Goalkeeper,Ligue 1
219,Yvon Mvogo,yvon-mvogo94,Lorient,20.1,Goalkeeper,Ligue 1
220,Alexander Nübel,alexander-nubel96,Monaco,38.0,Goalkeeper,Ligue 1
221,Ghjuvanni Quilichini,ghjuvanni-quilichini02,Ajaccio,0.9,Goalkeeper,Ligue 1
222,Rémy Riou,remy-riou87,Lyon,6.7,Goalkeeper,Ligue 1
223,Brice Samba,brice-samba94,Lens,37.0,Goalkeeper,Ligue 1
224,Kasper Schmeichel,kasper-schmeichel86,Nice,36.0,Goalkeeper,Ligue 1
225,Matz Sels,matz-sels92,Strasbourg,38.0,Goalkeeper,Ligue 1
226,François-Joseph Sollacaro,francois-joseph-sollacaro94,Ajaccio,6.0,Goalkeeper,Ligue 1
227,Scott Bain,scott-bain91,Celtic,1.0,Goalkeeper,Scottish Premiership
228,Mark Birighitti,mark-birighitti91,Dundee United,25.9,Goalkeeper,Scottish Premiership
229,Trevor Carson,trevor-carson88,St Mirren,37.0,Goalkeeper,Scottish Premiership
230,Zander Clark,zander-clark92,Hearts,19.7,Goalkeeper,Scottish Premiership
231,Shamal George,shamal-george98,Livingston,31.5,Goalkeeper,Scottish Premiership
232,Craig Gordon,craig-gordon82,Hearts,15.8,Goalkeeper,Scottish Premiership
233,Jay Gorter,jay-gorter00,Aberdeen,4.0,Goalkeeper,Scottish Premiership
234,Jack Hamilton,jack-hamilton94,Livingston,2.5,Goalkeeper,Scottish Premiership
235,Joe Hart,joe-hart87,Celtic,37.0,Goalkeeper,Scottish Premiership
